CPDBID,Name/Model,Era,Year,"Technology Base",Chassis,"Rules Level (Current)",Tonnage,Designer,"Battle Value",Cost,Rating
4624,"Galahad GLH-3D (Laodices)",Jihad,3070,"Inner Sphere",Biped,"Advanced (Extinct)",60,"Catalyst Game Labs",1549,11856000,-----
5039,"Gallant GLT-10-0",Republic,3130,"Inner Sphere",Biped,Advanced,70,"Catalyst Game Labs",1495,10970100,-----
3344,"Gallant GLT-7-0",Jihad,3078,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1436,11962220,-----
4545,"Gallant GLT-8-0",Jihad,3078,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1666,12534950,-----
653,"Gallowglas GAL-1GLS","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1695,6646178,4.000000
654,"Gallowglas GAL-2GLS","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1857,6528453,3.875000
4814,"Gallowglas GAL-2GLSA",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1771,6739253,-----
3007,"Gallowglas GAL-3GLS","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",2291,12932920,-----
3008,"Gallowglas GAL-4GLS","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1944,7069053,-----
3009,"Gallowglas GAL-4GLSA","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",2017,7370378,-----
655,"Gallowglas WD","Clan Invasion",3055,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2117,7594637,3.000000
3451,"Gambit GBT-1G","Dark Age",3136,"Inner Sphere",Biped,"Tournament Legal",25,"Catalyst Game Labs",777,3181250,-----
4350,"Gambit GBT-1L","Dark Age",3136,"Inner Sphere",Biped,"Tournament Legal",25,"Catalyst Game Labs",796,3150000,-----
730,"Garm GRM-01A","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",701,2821410,1.500000
4172,"Garm GRM-01A2",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1078,5215860,-----
731,"Garm GRM-01B","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",934,2921310,2.200000
916,"Garm GRM-01C","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1140,2936160,2.500000
3489,"Gauntlet GTL-1 [BASE]",Republic,3128,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",863,10787031,-----
3490,"Gauntlet GTL-1O",Republic,3128,"Inner Sphere",Biped,Advanced,55,"Catalyst Game Labs",1846,17035469,-----
3491,"Gauntlet GTL-1OA",Republic,3128,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1420,12453281,-----
3492,"Gauntlet GTL-1OB",Republic,3128,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",2076,12850469,-----
4516,"Gauntlet GTL-1OC",Republic,3128,"Inner Sphere",Biped,Advanced,55,"Catalyst Game Labs",2048,13559594,-----
4435,"Gestalt D2X-G",Jihad,3078,"Inner Sphere",Biped,Experimental,45,"Catalyst Game Labs",2288,13719465,-----
3337,"Ghost GST-10",Jihad,3077,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1353,10360500,-----
4036,"Ghost GST-10A (Aurora)","Dark Age",3144,"Inner Sphere (Mixed)",Biped,Advanced,50,"Catalyst Game Labs",1371,12763500,-----
4533,"Ghost GST-11",Jihad,3082,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1244,9730500,-----
4939,"Ghost GST-50",Republic,3087,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1114,7678875,-----
4940,"Ghost GST-90","Dark Age",3133,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1012,7611000,-----
2521,"Gladiator (Executioner) A","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3112,35826172,2.900000
2522,"Gladiator (Executioner) B","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2940,36192406,3.916667
2523,"Gladiator (Executioner) C","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2740,35943781,4.125000
2524,"Gladiator (Executioner) D","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2698,35238369,2.625000
2672,"Gladiator (Executioner) E","Clan Invasion",3060,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2988,36339509,4.250000
5164,"Gladiator (Executioner) F",Republic,3089,Clan,Biped,Advanced,95,"Catalyst Game Labs",3606,44568509,-----
5165,"Gladiator (Executioner) G",Republic,3100,Clan,Biped,Advanced,95,"Catalyst Game Labs",3825,38143259,-----
2617,"Gladiator (Executioner) H","Clan Invasion",3059,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3059,36001916,2.375000
5166,"Gladiator (Executioner) I",Republic,3101,Clan,Biped,Advanced,95,"Catalyst Game Labs",3339,46016384,-----
3171,"Gladiator (Executioner) K",Jihad,3068,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3125,36646634,-----
3172,"Gladiator (Executioner) P",Jihad,3069,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3052,36812384,-----
2520,"Gladiator (Executioner) PRIME","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2749,35613134,3.444444
2486,"Gladiator (Executioner) [BASE]","Late Succession Wars",3001,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",1270,33564781,-----
4042,"Gladiator GLD-1R","Age of War",2468,Primitive,Biped,"Advanced (Extinct)",55,"Catalyst Game Labs",1027,4096598,-----
4399,"Gladiator GLD-1R (Keller)",Jihad,3071,"Inner Sphere",Biped,"Advanced (Extinct)",55,"Catalyst Game Labs",1553,14045790,-----
4396,"Gladiator GLD-2R","Age of War",2487,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1184,4312307,-----
4397,"Gladiator GLD-3R","Age of War",2490,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1282,4833107,-----
3267,"Gladiator GLD-4R","Age of War",2495,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1291,4960207,-----
4398,"Gladiator GLD-5R",Jihad,3075,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1425,9879390,-----
123,"Goliath GOL-1H","Star League",2652,"Inner Sphere",Quad,Introductory,80,"Catalyst Game Labs",1449,7541400,2.416667
1053,"Goliath GOL-2H","Civil War",3067,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1583,7910400,1.500000
4675,"Goliath GOL-3L",Jihad,3082,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1708,21829200,-----
413,"Goliath GOL-3M","Late Succession Wars",3047,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1537,17036400,1.571429
1054,"Goliath GOL-3S","Civil War",3066,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1828,15334200,3.333333
1055,"Goliath GOL-4S","Civil War",3067,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1923,14605200,2.833333
1056,"Goliath GOL-5D","Civil War",3067,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1975,8212800,1.875000
3979,"Goliath GOL-5W",Jihad,3071,"Inner Sphere",Quad,"Tournament Legal (Extinct)",80,"Catalyst Game Labs",2006,10981200,-----
3398,"Goliath GOL-6H",Jihad,3071,"Inner Sphere",Quad,"Tournament Legal",80,"Catalyst Game Labs",1681,14037300,-----
4676,"Goliath GOL-6M",Jihad,3083,"Inner Sphere",Quad,Advanced,80,"Catalyst Game Labs",1742,8746200,-----
612,"Goshawk (Vapor Eagle)","Early Succession Wars",2863,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2368,12143320,4.200000
784,"Goshawk (Vapor Eagle) 2","Late Succession Wars",2912,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1989,12219270,3.500000
2781,"Goshawk (Vapor Eagle) 3","Civil War",3062,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2466,12575770,-----
3106,"Goshawk (Vapor Eagle) 4","Civil War",3066,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2069,11846883,-----
3355,"Goshawk II",Republic,3086,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1849,9640470,-----
4560,"Goshawk II 2",Republic,3086,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1767,9653520,-----
4561,"Goshawk II 3",Republic,3086,Clan,Biped,Advanced,45,"Catalyst Game Labs",2115,9586965,-----
4739,"Goshawk II RISC","Dark Age",3136,"Clan (Mixed)",Biped,"Experimental (Extinct)",45,"Catalyst Game Labs",1886,33078270,-----
673,"Grand Crusader GRN-D-01","Clan Invasion",3053,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1758,14895000,3.071429
674,"Grand Crusader GRN-D-02","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1600,14958000,2.500000
3095,"Grand Crusader II GRN-D-03","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal (Extinct)",80,"Catalyst Game Labs",2276,18964800,-----
2773,"Grand Crusader II GRN-D-04","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal (Extinct)",80,"Catalyst Game Labs",2292,18630000,-----
4961,"Grand Dragon DRG-10K",Republic,3114,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1603,13873280,-----
110,"Grand Dragon DRG-1G","Late Succession Wars",3024,"Inner Sphere",Biped,Introductory,60,"Catalyst Game Labs",1300,5116800,3.450000
3647,"Grand Dragon DRG-1G (Douglas)","Late Succession Wars",3028,"Inner Sphere",Biped,Introductory,60,"Catalyst Game Labs",1076,4884800,-----
350,"Grand Dragon DRG-5K","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1358,13258880,3.562500
4434,"Grand Dragon DRG-5K (Emory)","Late Succession Wars",3039,"Inner Sphere",Biped,"Experimental (Extinct)",60,"Catalyst Game Labs",1394,6369280,-----
3812,"Grand Dragon DRG-5K-DC","Clan Invasion",3050,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1322,13975680,-----
1171,"Grand Dragon DRG-7K","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1702,15633280,2.625000
2895,"Grand Dragon DRG-7K (Mark)","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1817,11404480,-----
4742,"Grand Dragon DRG-7KC",Jihad,3077,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1673,16541280,-----
3814,"Grand Dragon DRG-9KC",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1147,15542880,-----
803,"Grand Dragon DRG-C","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1322,13594880,4.000000
717,"Grand Titan T-IT-N10M","Clan Invasion",3054,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",1817,28563333,2.000000
1248,"Grand Titan T-IT-N11M","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2053,28649833,3.600000
5185,"Grand Titan T-IT-N13M",Republic,3091,"Inner Sphere",Biped,Advanced,100,"Catalyst Game Labs",2533,28602000,-----
4505,"Grand Titan T-IT-N14R ""Vengeance""",Jihad,3075,"Inner Sphere (Mixed)",Biped,Advanced,100,"Catalyst Game Labs",2237,17722000,-----
4445,"Grasshopper (Reynolds)","Clan Invasion",3059,"Inner Sphere (Mixed)",Biped,"Tournament Legal",70,"Catalyst Game Labs",2344,7187373,-----
87,"Grasshopper GHR-5H","Star League",2780,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1427,5973573,4.062500
386,"Grasshopper GHR-5J","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1354,6152073,2.700000
1196,"Grasshopper GHR-5N","Late Succession Wars",3040,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1511,6160573,4.083333
1197,"Grasshopper GHR-6K","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1597,7268973,4.000000
3831,"Grasshopper GHR-7K",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1806,8176773,-----
3832,"Grasshopper GHR-7K ""Gravedigger""",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",2084,9465373,-----
3420,"Grasshopper GHR-7P",Jihad,3081,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1806,15055540,-----
3580,"Grasshopper GHR-7X",Jihad,3075,"Inner Sphere",Biped,Advanced,70,"Catalyst Game Labs",1587,14503040,-----
825,"Grasshopper GHR-C","Clan Invasion",3052,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1366,6577073,4.000000
4598,"Gravedigger GDR-1C",Republic,3102,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1342,7105000,-----
4599,"Gravedigger GDR-1D",Republic,3105,"Inner Sphere (Mixed)",Biped,"Tournament Legal",50,"Catalyst Game Labs",1707,9139000,-----
2796,"Great Turtle GTR-1","Civil War",3067,"Inner Sphere",Quad,Advanced,100,"Catalyst Game Labs",3152,13633000,-----
3292,"Great Turtle GTR-2",Jihad,3068,"Inner Sphere",Quad,Advanced,100,"Catalyst Game Labs",2322,23674000,-----
758,"Great Wyrm","Clan Invasion",3060,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1331,4019183,2.666667
3643,"Great Wyrm (Aemelia)","Civil War",3062,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1772,4051083,-----
4218,"Great Wyrm 2",Jihad,3069,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1667,4407058,-----
2356,"Grendel (Mongrel) A","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",2031,12144838,2.500000
2357,"Grendel (Mongrel) B","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1903,12036088,3.250000
2358,"Grendel (Mongrel) C","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1465,12432572,1.500000
2359,"Grendel (Mongrel) D","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",2212,12262197,4.250000
2643,"Grendel (Mongrel) E","Clan Invasion",3061,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1806,11963588,3.750000
3682,"Grendel (Mongrel) F",Jihad,3069,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1997,12677259,-----
2644,"Grendel (Mongrel) H","Civil War",3064,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1965,12260838,3.000000
2355,"Grendel (Mongrel) PRIME","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",2290,12347838,4.500000
2344,"Grendel (Mongrel) [BASE]","Clan Invasion",3053,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",757,11189469,-----
4058,"Griffin GRF-1A","Age of War",2465,Primitive,Biped,"Experimental (Extinct)",60,"Catalyst Game Labs",1024,4786080,-----
331,"Griffin GRF-1DS","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1285,9948107,2.250000
4111,"Griffin GRF-1E ""Sparky""","Late Succession Wars",3035,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1449,5037707,-----
3661,"Griffin GRF-1E2 ""Sparky 2.0""",Jihad,3074,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1862,8819190,-----
132,"Griffin GRF-1N","Age of War",2492,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1272,4864107,3.178571
136,"Griffin GRF-1S","Early Succession Wars",2857,"Inner Sphere",Biped,Introductory,55,"Catalyst Game Labs",1253,4737007,3.111111
2935,"Griffin GRF-2N","Star League",2751,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1606,5860757,-----
332,"Griffin GRF-3M","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1521,10157744,3.428571
4647,"Griffin GRF-4N",Jihad,3083,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1591,14535590,-----
3386,"Griffin GRF-4R",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1412,14748715,-----
3920,"Griffin GRF-5K",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1390,16516490,-----
3929,"Griffin GRF-5L",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1742,10971107,-----
968,"Griffin GRF-5M","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1224,12560244,2.333333
969,"Griffin GRF-6CS","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal (Extinct)",55,"Catalyst Game Labs",1695,14666307,3.300000
970,"Griffin GRF-6S","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1781,11643290,3.700000
3187,"Griffin GRF-6S (Francine II)",Jihad,3071,"Inner Sphere",Biped,Advanced,55,"Catalyst Game Labs",2249,13549790,-----
3196,"Griffin GRF-6S (Francine)",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1778,9103228,-----
4954,"Griffin GRF-6S2",Republic,3123,"Inner Sphere (Mixed)",Biped,Advanced,55,"Catalyst Game Labs",1870,9690290,-----
542,"Griffin IIC","Early Succession Wars",2852,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1608,4171510,2.750000
927,"Griffin IIC 2","Late Succession Wars",2973,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1516,4087510,2.300000
928,"Griffin IIC 3","Clan Invasion",3060,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1532,4337760,2.500000
929,"Griffin IIC 4","Clan Invasion",3060,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1475,4143510,2.000000
3957,"Griffin IIC 5",Jihad,3071,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1344,4944310,-----
3403,"Griffin IIC 6",Jihad,3073,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1468,4919227,-----
4687,"Griffin IIC 7",Jihad,3083,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1952,8027693,-----
4688,"Griffin IIC 8",Jihad,3078,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1736,9072560,-----
3295,"Grigori C-GRG-O (Rufus)",Jihad,3071,"Inner Sphere",Biped,"Advanced (Extinct)",60,"Catalyst Game Labs",1422,18172500,-----
4466,"Grigori C-GRG-O (Tamiel)",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1426,13245600,-----
2906,"Grigori C-GRG-O Invictus",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1245,12331600,-----
2905,"Grigori C-GRG-O [BASE]",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",755,11046000,-----
3218,"Grigori C-GRG-OA Dominus",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1536,12869600,-----
3197,"Grigori C-GRG-OB Infernus",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1408,13012500,-----
3219,"Grigori C-GRG-OC Comminus",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1438,13051600,-----
3220,"Grigori C-GRG-OD Luminous",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1568,14386600,-----
3233,"Grigori C-GRG-OE Eminus",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1544,13258100,-----
3319,"Grigori C-GRG-OS Caelestis",Jihad,3075,"Inner Sphere (Mixed)",Biped,"Tournament Legal (Extinct)",60,"Catalyst Game Labs",1378,13001600,-----
4743,"Grigori C-GRG-OU Exanimus",Jihad,3077,"Inner Sphere",Biped,"Advanced (Extinct)",60,"Catalyst Game Labs",1604,13330600,-----
4361,"Grim Reaper GRM-R (Einar)",Jihad,3073,"Inner Sphere (Mixed)",Biped,Advanced,55,"Catalyst Game Labs",2121,11391157,-----
613,"Grim Reaper GRM-R-PR29","Clan Invasion",3052,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1469,10073657,3.800000
2994,"Grim Reaper GRM-R-PR30","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1673,11786407,-----
2995,"Grim Reaper GRM-R-PR31","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1655,11752694,-----
3662,"Grim Reaper GRM-R-PR62A",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal",55,"Catalyst Game Labs",1542,12015962,-----
656,Grizzly,"Late Succession Wars",2947,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2219,6961953,3.750000
3693,"Grizzly 2","Civil War",3063,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2195,7189753,-----
387,"Guillotine GLT-3N","Age of War",2499,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1418,6254583,4.166667
88,"Guillotine GLT-4L","Early Succession Wars",2825,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1400,6016583,3.687500
4106,"Guillotine GLT-4P","Early Succession Wars",2833,"Inner Sphere",Biped,Introductory,70,"Catalyst Game Labs",1376,6152583,-----
388,"Guillotine GLT-5M","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1472,6424583,3.916667
3893,"Guillotine GLT-6WB",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal (Extinct)",70,"Catalyst Game Labs",1672,9708983,-----
3894,"Guillotine GLT-6WB2",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal (Extinct)",70,"Catalyst Game Labs",1635,18334783,-----
3895,"Guillotine GLT-6WB3",Jihad,3080,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1741,9198983,-----
1198,"Guillotine GLT-8D","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1891,7272883,3.875000
826,"Guillotine IIC","Early Succession Wars",2889,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2377,7307733,4.300000
4228,"Guillotine IIC 2",Jihad,3070,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2721,8977983,-----
3447,"Gùn GN-2 [BASE]","Dark Age",3134,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",272,1437500,-----
